logFC,AveExpr,t,P.Value,adj.P.Val,B
-0.017311865,5.346113018,-0.196638154,0.847046476,0.998058517,-5.987657199
-0.020868963,7.493721867,-0.196591438,0.847082314,0.998058517,-5.987666452
0.013682473,10.07813023,0.196549811,0.847114249,0.998058517,-5.987674695
0.021920179,6.884330708,0.196402907,0.84722695,0.998058517,-5.987703772
-0.031421604,6.558994517,-0.196373158,0.847249774,0.998058517,-5.987709658
-0.01336013,8.170768006,-0.196371352,0.847251159,0.998058517,-5.987710015
0.040935474,6.486105842,0.19631887,0.847291423,0.998058517,-5.987720396
0.061722595,4.571584362,0.196289581,0.847313894,0.998058517,-5.987726188
-0.014008372,9.390396744,-0.196204536,0.847379141,0.998058517,-5.987743002
-0.017721459,7.470623678,-0.196150128,0.847420884,0.998058517,-5.987753755
-0.038494979,5.480895539,-0.196118116,0.847445445,0.998058517,-5.98776008
0.042490809,2.434331439,0.196070774,0.847481768,0.998058517,-5.987769432
-0.019275246,8.125099805,-0.19606193,0.847488553,0.998058517,-5.987771179
-0.073847865,5.57705169,-0.196009152,0.847529047,0.998058517,-5.987781602
-0.019339759,8.382884676,-0.196007306,0.847530464,0.998058517,-5.987781967
0.015783353,9.222801044,0.19592157,0.847596245,0.998058517,-5.987798893
-0.02309961,7.986845887,-0.195748956,0.847728688,0.998058517,-5.987832948
0.015489126,9.518745444,0.19556842,0.847867215,0.998058517,-5.987868534
-0.087229036,3.934193971,-0.195539034,0.847889764,0.998058517,-5.987874323
0.035658131,6.576381191,0.195508547,0.847913158,0.998058517,-5.987880328
0.088563809,3.882577759,0.195497075,0.84792196,0.998058517,-5.987882588
-0.012557684,10.24978068,-0.195356637,0.848029725,0.998058517,-5.987910237
-0.013797245,8.098211472,-0.195332524,0.848048228,0.998058517,-5.987914983
0.02030337,7.689107459,0.195326763,0.848052649,0.998058517,-5.987916116
0.036705187,4.838211963,0.195314449,0.848062098,0.998058517,-5.987918539
-0.021469967,8.646720548,-0.195269678,0.848096454,0.998058517,-5.987927348
0.029281625,6.696412935,0.195216864,0.848136982,0.998058517,-5.987937736
-0.023872887,4.157574163,-0.195188786,0.848158529,0.998058517,-5.987943258
-0.040247227,8.12388101,-0.195178788,0.848166201,0.998058517,-5.987945224
0.022373977,4.754696676,0.195081662,0.848240735,0.998058517,-5.987964317
0.013798021,6.376630746,0.194980366,0.848318471,0.998058517,-5.987984221
0.017144243,9.058870455,0.194942222,0.848347742,0.998058517,-5.987991712
0.039514394,10.4745886,0.194930879,0.848356448,0.998058517,-5.98799394
0.016680748,8.314997874,0.194888985,0.848388598,0.998058517,-5.988002167
-0.027308496,4.889174413,-0.194841294,0.848425198,0.998058517,-5.988011529
-0.055000222,5.699994283,-0.194707501,0.848527877,0.998058517,-5.988037783
-0.024877373,7.871954142,-0.194605505,0.848606156,0.998058517,-5.988057785
0.026419147,6.827833301,0.194432734,0.848738756,0.998058517,-5.988091644
-0.033457824,6.913936174,-0.194359465,0.848794991,0.998058517,-5.988105993
0.026837736,8.781946916,0.194314353,0.848829616,0.998058517,-5.988114826
-0.026776542,7.861514786,-0.194273253,0.848861161,0.998058517,-5.988122871
0.031705217,6.460541402,0.194246831,0.848881441,0.998058517,-5.988128042
-0.024229697,7.318765856,-0.194171181,0.848939505,0.998058517,-5.988142844
-0.02737161,4.759620559,-0.194113931,0.848983447,0.998058517,-5.988154041
0.014864276,9.631871667,0.194113245,0.848983975,0.998058517,-5.988154176
-0.015245893,9.728189252,-0.194035474,0.849043668,0.998058517,-5.988169382
-0.043062307,5.852628766,-0.194004978,0.849067076,0.998058517,-5.988175343
0.045124234,5.889412997,0.193877733,0.849164747,0.998058517,-5.988200206
-0.025643982,11.10870485,-0.193858418,0.849179573,0.998058517,-5.988203978
0.06909503,5.407088099,0.193769884,0.849247532,0.998058517,-5.988221266
-0.020921029,8.197630207,-0.193683101,0.849314149,0.998058517,-5.988238204
0.011987862,7.481197341,0.193681493,0.849315383,0.998058517,-5.988238518
0.024160608,7.244490722,0.193601343,0.849376908,0.998058517,-5.988254155
0.039354168,6.418402378,0.1935869,0.849387995,0.998058517,-5.988256972
0.022956065,10.51606655,0.19353575,0.849427261,0.998058517,-5.988266947
0.033697627,5.289429741,0.193519595,0.849439662,0.998058517,-5.988270097
0.040908465,6.156032187,0.193422002,0.84951458,0.998058517,-5.988289119
-0.018007051,7.757467428,-0.193345995,0.849572928,0.998058517,-5.988303928
0.011693568,12.34724196,0.193233592,0.849659219,0.998058517,-5.988325818
0.027605526,7.989478971,0.193192937,0.84969043,0.998058517,-5.988333732
-0.068265423,4.738472061,-0.193172656,0.849706,0.998058517,-5.988337679
-0.014155024,8.676605606,-0.19316513,0.849711777,0.998058517,-5.988339144
-0.01862587,8.188306767,-0.19302172,0.849821876,0.998058517,-5.988367043
0.018143231,8.975929069,0.192995763,0.849841804,0.998058517,-5.988372091
-0.013726203,10.58123003,-0.19299095,0.849845499,0.998058517,-5.988373027
0.024233898,9.559428864,0.192989235,0.849846815,0.998058517,-5.98837336
0.014840313,10.57295327,0.192860477,0.849945669,0.998058517,-5.988398388
-0.013867416,10.47822,-0.192818559,0.849977852,0.998058517,-5.988406532
-0.021063079,7.446299755,-0.19280582,0.849987632,0.998058517,-5.988409007
0.036761801,3.825611997,0.192659847,0.850099707,0.998058517,-5.988437352
-0.039021064,6.331934624,-0.192649836,0.850107393,0.998058517,-5.988439295
-0.017284233,11.1471731,-0.192587941,0.850154916,0.998058517,-5.988451307
-0.033526114,6.686051826,-0.192550048,0.850184011,0.998058517,-5.988458659
0.048149639,7.469908562,0.192532184,0.850197726,0.998058517,-5.988462124
0.070889564,5.254795909,0.192523114,0.85020469,0.998058517,-5.988463884
-0.041546486,5.574605491,-0.192508406,0.850215983,0.998058517,-5.988466737
-0.031924615,7.254987509,-0.192493169,0.850227682,0.998058517,-5.988469692
-0.030180565,8.227738559,-0.192471262,0.850244503,0.998058517,-5.98847394
-0.017830223,7.473806659,-0.192380058,0.850314532,0.998058517,-5.988491623
0.034701627,5.597132312,0.192309264,0.85036889,0.998058517,-5.988505342
-0.080320836,4.718622851,-0.192234102,0.850426603,0.998058517,-5.988519902
0.045863084,3.838355719,0.192180818,0.850467517,0.998058517,-5.988530221
0.030036835,4.371994766,0.192174911,0.850472053,0.998058517,-5.988531365
-0.013863037,11.78939345,-0.192056664,0.850562852,0.998058517,-5.988554253
-0.019173259,7.54519814,-0.192027684,0.850585105,0.998058517,-5.988559861
-0.042947342,5.86115371,-0.191849235,0.850722136,0.998058517,-5.98859437
0.014931079,8.570620365,0.191702865,0.850834538,0.998058517,-5.988622653
0.034021647,6.801307456,0.191700829,0.850836101,0.998058517,-5.988623046
0.024853068,3.413978528,0.191678837,0.85085299,0.998058517,-5.988627293
0.019338806,10.26208369,0.19157218,0.850934897,0.998058517,-5.988647886
-0.039507931,8.126384866,-0.191565915,0.850939709,0.998058517,-5.988649095
0.033777048,4.616868974,0.1915519,0.850950472,0.998058517,-5.9886518
0.025539036,8.591530362,0.19147386,0.851010404,0.998058517,-5.988666859
0.052604422,6.16956714,0.191446555,0.851031374,0.998058517,-5.988672126
0.033495164,6.872288808,0.191177145,0.85123828,0.998058517,-5.988724058
-0.037573064,5.818549117,-0.191072255,0.851318839,0.998058517,-5.988744256
0.045281029,5.653547258,0.191042338,0.851341816,0.998058517,-5.988750016
-0.036901608,6.826691336,-0.190996491,0.851377029,0.998058517,-5.98875884
-0.024762271,3.433116774,-0.19082557,0.851508307,0.998058517,-5.988791718
0.040781583,4.157886511,0.190777552,0.851545189,0.998058517,-5.988800949
-0.017597017,10.21699351,-0.190640193,0.851650694,0.998058517,-5.988827343
-0.043207085,7.309806243,-0.190639611,0.851651141,0.998058517,-5.988827455
0.073996044,3.802279337,0.190612353,0.851672078,0.998058517,-5.98883269
-0.027894002,5.771997163,-0.190602872,0.85167936,0.998058517,-5.988834511
-0.043899768,6.260905745,-0.190503932,0.851755358,0.998058517,-5.988853508
0.013503425,9.162083682,0.190429248,0.851812725,0.998058517,-5.988867841
0.11745284,4.832166717,0.190232117,0.851964152,0.998058517,-5.988905646
-0.015288639,8.285628234,-0.190123013,0.852047963,0.998058517,-5.988926552
0.023919832,4.533682458,0.190066731,0.852091199,0.998058517,-5.988937333
0.020149368,8.650040114,0.189933969,0.852193187,0.998058517,-5.988962749
0.027828345,7.111689688,0.189799596,0.852296417,0.998058517,-5.988988456
-0.029999823,4.415235593,-0.189727795,0.852351577,0.998058517,-5.989002185
0.028761067,6.117209965,0.189655096,0.852407429,0.998058517,-5.989016081
0.040785119,3.780845303,0.189454132,0.852561824,0.998058517,-5.989054464
-0.025392403,5.347326124,-0.189451858,0.852563571,0.998058517,-5.989054899
-0.038197957,4.078978053,-0.189396122,0.852606393,0.998058517,-5.989065537
-0.021718731,8.385113116,-0.189347769,0.852643543,0.998058517,-5.989074763
-0.013840625,8.317067581,-0.189330914,0.852656493,0.998058517,-5.989077979
0.036962593,7.042065498,0.189172749,0.852778014,0.998058517,-5.98910814
-0.028372822,4.071715138,-0.189108892,0.852827078,0.998058517,-5.98912031
-0.049794013,4.57292874,-0.189068232,0.852858319,0.998058517,-5.989128058
-0.053220377,6.000005666,-0.188915694,0.852975524,0.998058517,-5.989157106
0.047960346,5.510700215,0.188895303,0.852991191,0.998058517,-5.989160987
0.037236407,8.564688264,0.188886127,0.852998242,0.998058517,-5.989162734
-0.01809159,11.22584325,-0.188871658,0.85300936,0.998058517,-5.989165488
0.021001805,8.098431135,0.188819294,0.853049596,0.998058517,-5.989175452
0.035316333,5.682360836,0.188456703,0.853328217,0.998058517,-5.989244373
-0.050699259,6.372330737,-0.188337158,0.853420082,0.998058517,-5.989267068
0.018028503,6.918930026,0.188270088,0.853471624,0.998058517,-5.989279794
-0.01338426,9.380999338,-0.188256151,0.853482334,0.998058517,-5.989282438
0.022475857,7.613180351,0.188193782,0.853530263,0.998058517,-5.989294267
-0.076946707,5.576641041,-0.188181843,0.853539439,0.998058517,-5.989296531
0.030608482,6.313756848,0.188129848,0.853579396,0.998058517,-5.989306389
0.055558054,5.400430287,0.188085073,0.853613806,0.998058517,-5.989314876
-0.016424868,6.794639447,-0.187912194,0.853746666,0.998058517,-5.989347626
0.026644432,9.867842392,0.187832167,0.85380817,0.998058517,-5.989362776
0.041772335,5.837900429,0.18775549,0.8538671,0.998058517,-5.989377286
-0.029984598,6.801361083,-0.18748951,0.854071526,0.998058517,-5.989427573
-0.012165394,8.353894115,-0.187480649,0.854078336,0.998058517,-5.989429247
-0.050073993,8.51402794,-0.187479276,0.854079392,0.998058517,-5.989429507
0.059712916,4.723002543,0.187402579,0.854138341,0.998058517,-5.989443993
-0.081297514,3.913411314,-0.187300084,0.854217121,0.998058517,-5.989463343
-0.073985162,6.080152289,-0.187259552,0.854248275,0.998058517,-5.989470993
0.040001547,7.444094219,0.187252115,0.854253991,0.998058517,-5.989472396
-0.025230804,7.205204585,-0.187152489,0.854330567,0.998058517,-5.98949119
0.021977624,7.706958001,0.187122208,0.854353843,0.998058517,-5.9894969
-0.034514855,5.503146024,-0.18702623,0.854427618,0.998058517,-5.989514993
0.066929436,4.465702143,0.186941479,0.854492763,0.998058517,-5.989530962
0.024111405,3.446050686,0.186891542,0.854531149,0.998058517,-5.989540368
-0.018845496,4.099268958,-0.18688624,0.854535225,0.998058517,-5.989541366
-0.019442413,7.186985878,-0.186885546,0.854535758,0.998058517,-5.989541497
-0.023609988,6.059609337,-0.186830573,0.854578016,0.998058517,-5.989551848
-0.032003017,6.862646187,-0.18678359,0.854614131,0.998058517,-5.989560693
0.021117167,7.44989048,0.186769125,0.854625251,0.998058517,-5.989563415
-0.010204763,13.5191789,-0.186726845,0.854657752,0.998058517,-5.989571372
-0.033791075,9.09932324,-0.186709571,0.854671031,0.998058517,-5.989574622
-0.057394343,2.702764271,-0.186651163,0.85471593,0.998058517,-5.989585609
0.059251261,5.146198287,0.186563073,0.854783648,0.998058517,-5.989602174
-0.030338094,6.391114381,-0.186320968,0.854969768,0.998058517,-5.989647661
0.012583121,5.775114667,0.186247088,0.855026566,0.998058517,-5.98966153
0.022959645,7.052028013,0.186233183,0.855037255,0.998058517,-5.989664139
-0.025029471,8.14289925,-0.186227379,0.855041717,0.998058517,-5.989665229
-0.019996441,5.481301042,-0.186196417,0.855065521,0.998058517,-5.989671039
0.075895839,3.485131333,0.18606983,0.855162842,0.998058517,-5.989694783
-0.025823286,7.150004945,-0.186052499,0.855176166,0.998058517,-5.989698032
0.014216615,8.743791387,0.186015803,0.855204378,0.998058517,-5.989704912
-0.031471943,7.465892531,-0.186006715,0.855211365,0.998058517,-5.989706615
-0.022172126,8.051070792,-0.185986884,0.855226612,0.998058517,-5.989710332
-0.019647731,6.874813381,-0.185979328,0.855232422,0.998058517,-5.989711748
0.019875795,8.268709005,0.185923084,0.855275664,0.998058517,-5.989722288
-0.021659143,5.827358405,-0.185842952,0.855337272,0.998058517,-5.989737298
0.021181632,4.080715177,0.1858016,0.855369066,0.998058517,-5.989745042
-0.019617045,7.271896315,-0.185758816,0.855401961,0.998058517,-5.989753051
-0.047601684,10.61737711,-0.185757536,0.855402945,0.998058517,-5.989753291
0.015965067,11.48702667,0.185713722,0.855436632,0.998058517,-5.989761492
-0.022579007,8.393553708,-0.185658515,0.85547908,0.998058517,-5.989771822
-0.062571599,4.915030677,-0.185657538,0.85547983,0.998058517,-5.989772005
0.048387544,5.289435614,0.185628063,0.855502493,0.998058517,-5.989777519
-0.012970943,9.543501943,-0.18556053,0.855554418,0.998058517,-5.98979015
-0.034447978,4.836658817,-0.18553671,0.855572733,0.998058517,-5.989794604
-0.014023112,6.28506256,-0.185497763,0.85560268,0.998058517,-5.989801885
-0.018419892,6.943866133,-0.185368705,0.855701914,0.998058517,-5.989826002
-0.011845811,10.44131414,-0.185310995,0.855746289,0.998058517,-5.989836781
0.027067779,4.134105726,0.185250194,0.855793041,0.998058517,-5.989848133
-0.059699322,6.38550269,-0.185200971,0.85583089,0.998058517,-5.989857321
-0.011681624,10.80648943,-0.185182466,0.85584512,0.998058517,-5.989860775
-0.021587136,6.190424968,-0.185150434,0.855869751,0.998058517,-5.989866752
-0.018635498,8.838150357,-0.185126745,0.855887967,0.998058517,-5.989871172
-0.058199175,4.165997456,-0.185070121,0.855931509,0.998058517,-5.989881734
0.035152102,9.247010231,0.185020116,0.855969961,0.998058517,-5.989891059
-0.020485484,6.095582101,-0.185009564,0.855978075,0.998058517,-5.989893026
0.021682559,7.977629487,0.184919534,0.856047307,0.998058517,-5.989909808
0.0191791,9.037655262,0.18490278,0.856060191,0.998058517,-5.98991293
-0.012819892,7.711903101,-0.184879445,0.856078135,0.998058517,-5.989917278
-0.020459164,7.781307246,-0.184814006,0.856128457,0.998058517,-5.989929468
0.038671298,4.103484382,0.184802139,0.856137583,0.998058517,-5.989931678
-0.025318725,6.773241421,-0.184766319,0.85616513,0.998058517,-5.989938348
0.017102212,9.144429961,0.184727455,0.856195016,0.998058517,-5.989945584
0.018741262,7.499658437,0.18468847,0.856224997,0.998058517,-5.989952841
-0.023201043,9.355375384,-0.184568219,0.856317474,0.998058517,-5.989975215
-0.068639409,5.770105384,-0.184550667,0.856330972,0.998058517,-5.989978479
-0.054701106,6.53377377,-0.184452803,0.856406235,0.998058517,-5.989996676
0.023113296,6.065567598,0.184436824,0.856418524,0.998058517,-5.989999646
0.047299638,7.4334497,0.184421257,0.856430496,0.998058517,-5.990002539
-0.018514444,8.556835684,-0.184416958,0.856433802,0.998058517,-5.990003338
0.024527961,4.573392199,0.184362988,0.856475309,0.998058517,-5.990013367
-0.073049413,5.647442135,-0.184362378,0.856475778,0.998058517,-5.99001348
-0.01628817,9.228652259,-0.184350128,0.8564852,0.998058517,-5.990015756
0.031003589,7.084404501,0.184341528,0.856491814,0.998058517,-5.990017354
-0.027504036,8.111852283,-0.184312918,0.856513817,0.998058517,-5.990022669
-0.024255158,7.260679556,-0.184265183,0.856550529,0.998058517,-5.990031534
-0.070237852,4.856246594,-0.184253448,0.856559554,0.998058517,-5.990033713
-0.011926899,11.39273541,-0.184247969,0.856563768,0.998058517,-5.99003473
-0.013380839,10.05043145,-0.184172511,0.856621803,0.998058517,-5.990048739
-0.042976316,6.766543245,-0.184071221,0.856699706,0.998058517,-5.990067533
-0.016782069,8.230629732,-0.183988861,0.856763051,0.998058517,-5.990082808
0.036223975,6.156276669,0.183764373,0.856935716,0.998058517,-5.990124407
-0.021011587,8.779068652,-0.183755111,0.85694284,0.998058517,-5.990126123
-0.033370494,6.960930567,-0.1837505,0.856946386,0.998058517,-5.990126977
-0.032211759,7.553508609,-0.183719039,0.856970585,0.998058517,-5.990132802
0.019656959,9.161523799,0.183683964,0.856997564,0.998058517,-5.990139296
-0.015473019,9.045804671,-0.183523785,0.857120772,0.998058517,-5.990168934
0.016674831,6.626805179,0.183511979,0.857129854,0.998058517,-5.990171118
0.043795368,5.865509754,0.183367158,0.857241252,0.998058517,-5.990197891
0.037329063,3.512253711,0.183178334,0.857386503,0.998058517,-5.990232767
0.043413975,6.897004071,0.183149191,0.857408922,0.998058517,-5.990238147
-0.037012208,6.822540308,-0.18310868,0.857440085,0.998058517,-5.990245623
-0.041863607,4.828949253,-0.183026664,0.857503178,0.998058517,-5.990260755
-0.025869241,7.70124935,-0.183009033,0.85751674,0.998058517,-5.990264007
-0.014121382,9.307048067,-0.182863987,0.857628323,0.998058517,-5.990290749
-0.067714069,5.707471959,-0.182855317,0.857634994,0.998058517,-5.990292347
0.026153785,6.538799349,0.182675262,0.857773513,0.998058517,-5.990325512
0.02649781,8.569058096,0.182643795,0.857797721,0.998058517,-5.990331304
-0.070968951,4.297645378,-0.182643355,0.857798059,0.998058517,-5.990331385
-0.044730502,5.142104847,-0.182642221,0.857798932,0.998058517,-5.990331594
0.033248531,5.79872196,0.182575825,0.857850013,0.998058517,-5.990343813
0.035433671,4.983284377,0.182528629,0.857886323,0.998058517,-5.990352497
0.023069175,5.110543748,0.182501279,0.857907365,0.998058517,-5.990357527
-0.018537536,8.102541325,-0.182495331,0.857911941,0.998058517,-5.990358621
-0.059603357,4.220633953,-0.182401561,0.857984084,0.998058517,-5.990375863
0.030286722,6.209602224,0.182331127,0.858038275,0.998058517,-5.990388809
-0.134845416,10.87007499,-0.182213865,0.858128495,0.998058517,-5.99041035
0.051836765,4.078932325,0.182092206,0.858222101,0.998058517,-5.990432684
-0.067020066,5.363570785,-0.181985077,0.858304528,0.998058517,-5.990452339
-0.016658321,8.115950984,-0.18194292,0.858336966,0.998058517,-5.99046007
-0.036892228,3.836347397,-0.181806267,0.858442113,0.998058517,-5.990485119
0.048144141,6.104823438,0.181801842,0.858445518,0.998058517,-5.990485929
-0.067718084,4.358345253,-0.181766236,0.858472915,0.998058517,-5.990492453
0.02538086,6.766208172,0.181668722,0.85854795,0.998058517,-5.990510312
-0.026103976,8.70015958,-0.181649279,0.858562912,0.998058517,-5.990513872
-0.03802728,6.678860198,-0.181643976,0.858566992,0.998058517,-5.990514842
0.012592595,8.662416547,0.181547163,0.858641489,0.998058517,-5.990532561
0.02746415,7.87607699,0.181532269,0.858652949,0.998058517,-5.990535286
0.028149052,5.696732284,0.181496271,0.858680651,0.998058517,-5.990541872
-0.014108104,6.362986088,-0.181415434,0.858742856,0.998058517,-5.990556655
-0.022364387,9.013580595,-0.18138596,0.858765536,0.998058517,-5.990562044
0.022540333,5.419281648,0.181375002,0.858773969,0.998058517,-5.990564047
0.015024602,9.33091139,0.18132897,0.858809392,0.998058517,-5.990572461
-0.016064731,9.362372853,-0.181317077,0.858818544,0.998058517,-5.990574634
-0.018095453,6.56274961,-0.181231785,0.85888418,0.998058517,-5.990590217
0.017901503,8.271514913,0.181142951,0.858952542,0.998058517,-5.990606439
0.021526557,7.19791271,0.180996644,0.859065136,0.998058517,-5.990633139
-0.019034534,10.88413688,-0.180918867,0.859124992,0.998058517,-5.990647325
0.038110438,6.027110607,0.18090919,0.859132439,0.998058517,-5.990649089
-0.021032006,9.364439239,-0.180875679,0.859158229,0.998058517,-5.990655198
0.016944764,6.096567432,0.18086333,0.859167733,0.998058517,-5.99065745
-0.02261457,5.069019927,-0.180731903,0.859268881,0.998058517,-5.990681399
0.028168252,3.389594347,0.180728075,0.859271827,0.998058517,-5.990682096
0.026562508,4.033425806,0.180660067,0.859324168,0.998058517,-5.990694481
0.083360809,4.8874537,0.180601371,0.859369342,0.998058517,-5.990705167
-0.011988451,7.954049819,-0.180477198,0.859464912,0.998058517,-5.990727762
-0.03207353,3.733353757,-0.180473452,0.859467795,0.998058517,-5.990728443
-0.014368049,8.856721476,-0.180418018,0.85951046,0.998058517,-5.990738525
-0.0345235,5.238303314,-0.180371284,0.85954643,0.998058517,-5.990747022
0.024239073,7.044183059,0.180368743,0.859548387,0.998058517,-5.990747484
0.013517573,10.26552302,0.180322182,0.859584223,0.998058517,-5.990755947
0.012728148,10.63842222,0.180237954,0.859649053,0.998058517,-5.990771252
0.018681475,9.373332429,0.180229075,0.859655887,0.998058517,-5.990772865
0.013323267,10.133078,0.180215046,0.859666685,0.998058517,-5.990775413
0.081011453,3.926380446,0.180159546,0.859709404,0.998058517,-5.990785492
-0.01875943,8.589308253,-0.179932816,0.859883923,0.998058517,-5.990826636
-0.031799483,8.620259936,-0.179867411,0.859934268,0.998058517,-5.990838496
0.032520863,8.671880342,0.179816067,0.85997379,0.998058517,-5.990847802
-0.043592889,8.732369736,-0.179811108,0.859977607,0.998058517,-5.990848701
-0.014415231,8.477980684,-0.179698494,0.860064294,0.998058517,-5.990869104
-0.020320259,10.85264126,-0.179671563,0.860085025,0.998058517,-5.990873982
0.019321746,7.310951581,0.179598086,0.860141586,0.998058517,-5.990887285
-0.018230831,8.509923704,-0.179573402,0.860160588,0.998058517,-5.990891753
-0.01785386,9.967458752,-0.179536211,0.860189217,0.998058517,-5.990898484
-0.013761821,9.29413977,-0.179530793,0.860193388,0.998058517,-5.990899464
0.014757383,6.90180502,0.179409866,0.860286479,0.998058517,-5.990921339
0.022379643,6.512700139,0.179307761,0.860365082,0.998058517,-5.990939797
0.080695405,4.422915264,0.179285972,0.860381855,0.998058517,-5.990943734
-0.015986141,7.202607818,-0.179214447,0.860436918,0.998058517,-5.990956657
0.013183424,11.06278392,0.179026131,0.860581896,0.998058517,-5.990990655
-0.017316208,8.187624608,-0.178947031,0.860642793,0.998058517,-5.991004925
0.047991221,5.782126862,0.178931278,0.860654921,0.998058517,-5.991007767
0.048580971,6.409627605,0.178853795,0.860714575,0.998058517,-5.991021738
0.025983353,3.79122868,0.178823985,0.860737525,0.998058517,-5.991027111
0.028190756,3.477233846,0.178613131,0.860899866,0.998058517,-5.991065094
0.021672967,7.765370522,0.17859057,0.860917237,0.998058517,-5.991069155
0.030537701,6.766627194,0.178589354,0.860918173,0.998058517,-5.991069374
0.068288085,2.600057674,0.178547919,0.860950076,0.998058517,-5.991076832
-0.024974464,8.117289053,-0.178450742,0.861024897,0.998058517,-5.991094315
-0.028124321,6.629250684,-0.178414173,0.861053054,0.998058517,-5.991100892
-0.014873714,6.08931921,-0.178408697,0.861057271,0.998058517,-5.991101877
-0.027670419,6.748638387,-0.178381936,0.861077876,0.998058517,-5.991106689
0.025404707,7.226898013,0.178324261,0.861122284,0.998058517,-5.991117057
0.027195453,2.344048909,0.178275208,0.861160053,0.998058517,-5.991125873
-0.049562483,5.441675459,-0.178085972,0.861305765,0.998058517,-5.991159859
0.07892616,6.0001534,0.177825279,0.861506507,0.998058517,-5.99120662
0.029339092,7.432958904,0.177824242,0.861507306,0.998058517,-5.991206806
0.015734224,9.006290445,0.177813195,0.861515813,0.998058517,-5.991208786
-0.060342757,5.147861106,-0.177610357,0.861672012,0.998058517,-5.99124512
0.020457764,8.984998484,0.177507931,0.861750889,0.998058517,-5.991263451
0.012767584,9.544362055,0.177483688,0.861769559,0.998058517,-5.991267788
-0.090592731,2.887220546,-0.177414296,0.861822998,0.998058517,-5.9912802
-0.022656569,6.459906207,-0.177333582,0.861885157,0.998058517,-5.991294631
-0.023022202,7.266644738,-0.177179539,0.86200379,0.998058517,-5.991322154
0.022216112,6.039457943,0.177171549,0.862009944,0.998058517,-5.991323581
0.070990657,4.248637558,0.176970619,0.862164693,0.998058517,-5.991359444
-0.03530196,6.899024361,-0.176940208,0.862188115,0.998058517,-5.991364868
0.018827656,6.254020288,0.176802371,0.862294276,0.998058517,-5.991389442
-0.01864621,6.243048884,-0.176733658,0.862347198,0.998058517,-5.991401685
0.014836933,9.627598548,0.1767254,0.862353559,0.998058517,-5.991403156
0.058554924,5.341833061,0.176628122,0.862428485,0.998058517,-5.99142048
-0.043858834,7.454896738,-0.176589099,0.862458541,0.998058517,-5.991427427
-0.01875359,7.768113743,-0.176559159,0.862481602,0.998058517,-5.991432756
0.020352812,7.807539544,0.176551396,0.862487581,0.998058517,-5.991434138
-0.030637338,10.03081728,-0.176487314,0.86253694,0.998058517,-5.99144554
-0.050240927,2.869256057,-0.176277647,0.862698439,0.998058517,-5.991482817
0.021230379,7.609237949,0.176147763,0.862798486,0.998058517,-5.991505888
-0.019613425,10.39433329,-0.176135353,0.862808046,0.998058517,-5.991508091
0.040170011,6.410829696,0.176071808,0.862856995,0.998058517,-5.991519371
-0.012860377,10.5298095,-0.176055323,0.862869693,0.998058517,-5.991522297
-0.027232441,7.984294052,-0.176040429,0.862881166,0.998058517,-5.99152494
0.027637253,3.458588088,0.176014,0.862901525,0.998058517,-5.991529629
-0.037496732,6.652521254,-0.175954728,0.862947184,0.998058517,-5.991540144
-0.012865913,10.19343621,-0.175889503,0.862997428,0.998058517,-5.99155171
0.018757743,10.38239397,0.175882908,0.863002509,0.998058517,-5.99155288
-0.018398546,7.691299528,-0.175830946,0.863042537,0.998058517,-5.991562091
0.021149025,8.557639139,0.175819441,0.863051399,0.998058517,-5.99156413
0.019275386,9.549029074,0.175779302,0.863082321,0.998058517,-5.991571243
0.025823696,6.753795472,0.17576657,0.863092128,0.998058517,-5.991573499
0.016732973,6.781037241,0.175698234,0.863144772,0.998058517,-5.991585604
0.033504023,5.72193756,0.175682118,0.863157187,0.998058517,-5.991588458
0.012761831,9.223593305,0.175677877,0.863160454,0.998058517,-5.991589209
-0.019320223,7.825278059,-0.175653076,0.86317956,0.998058517,-5.991593601
0.037244361,6.3718447,0.175596543,0.863223111,0.998058517,-5.991603609
0.014230459,10.42437168,0.175582312,0.863234074,0.998058517,-5.991606128
-0.025520599,6.839814236,-0.175501689,0.863296185,0.998058517,-5.991620394
-0.022044664,7.217040411,-0.175353432,0.863410403,0.998058517,-5.991646611
0.012772018,10.43063615,0.175273141,0.86347226,0.998058517,-5.9916608
-0.011876506,8.780402995,-0.175249581,0.863490411,0.998058517,-5.991664962
0.02983112,5.978427529,0.175239056,0.86349852,0.998058517,-5.991666822
-0.03587698,8.24405961,-0.175233257,0.863502988,0.998058517,-5.991667846
-0.031315939,4.608827796,-0.175230212,0.863505334,0.998058517,-5.991668384
0.017848525,4.231971542,0.175206359,0.863523711,0.998058517,-5.991672597
-0.012663434,4.440819876,-0.175162512,0.863557492,0.998058517,-5.99168034
-0.016073324,7.518095679,-0.175113817,0.863595009,0.998058517,-5.991688937
-0.021575338,8.189969494,-0.175031906,0.863658117,0.998058517,-5.991703392
0.01395162,8.225207845,0.174930136,0.863736528,0.998058517,-5.991721344
0.033779522,8.89258185,0.174899144,0.863760406,0.998058517,-5.991726808
0.012624044,8.740450878,0.174880379,0.863774865,0.998058517,-5.991730116
-0.013836709,9.58572954,-0.174848694,0.863799277,0.998058517,-5.991735701
-0.01301994,8.164805484,-0.174790038,0.863844471,0.998058517,-5.991746038
-0.023914795,6.841342728,-0.174758405,0.863868844,0.998058517,-5.991751611
