logFC,AveExpr,t,P.Value,adj.P.Val,B
0.290578513,4.964589952,1.057348039,0.308946619,0.992334924,-5.46585317
0.176623747,6.836346377,1.057225597,0.309000485,0.992334924,-5.465973365
-0.120119045,7.890356746,-1.057046992,0.309079071,0.992334924,-5.466148672
-0.078365459,10.24475091,-1.056905814,0.3091412,0.992334924,-5.466287226
0.180212177,6.381355409,1.056873034,0.309155627,0.992334924,-5.466319395
-0.130265712,8.594469584,-1.056863175,0.309159966,0.992334924,-5.46632907
-0.161069785,4.990273518,-1.056855516,0.309163337,0.992334924,-5.466336585
-0.147938308,8.412981948,-1.056851586,0.309165067,0.992334924,-5.466340442
-0.343350706,5.485496842,-1.056834882,0.309172419,0.992334924,-5.466356833
-0.073303196,11.88799376,-1.056781361,0.309195976,0.992334924,-5.466409353
-0.153366988,8.061369898,-1.05602977,0.30952693,0.993197148,-5.467146639
-0.151974689,7.81847029,-1.055876094,0.309594631,0.993197148,-5.467297337
-0.14775272,8.697998345,-1.055830242,0.309614833,0.993197148,-5.467342297
0.124754889,10.7201413,1.055564101,0.309732112,0.993197148,-5.467603226
0.424642817,4.776323059,1.055502246,0.309759374,0.993197148,-5.467663861
0.129582251,9.709111582,1.055378991,0.309813702,0.993197148,-5.467784678
0.082112899,9.012621709,1.055236387,0.309876568,0.993197148,-5.467924446
-0.392637574,5.734112361,-1.055222388,0.30988274,0.993197148,-5.467938166
0.10562039,9.964854805,1.055180563,0.309901181,0.993197148,-5.467979156
-0.171629853,4.237566634,-1.055036736,0.309964599,0.993244935,-5.468120101
-0.064850976,7.76022687,-1.05462306,0.310147057,0.993368865,-5.468525396
0.087465389,8.739891626,1.054388174,0.310250692,0.993368865,-5.468755465
-0.384220683,4.759297093,-1.054244917,0.310313912,0.993368865,-5.468895763
-0.084093611,7.168759189,-1.054117282,0.310370245,0.993368865,-5.469020748
0.070244981,9.665396503,1.053890613,0.310470307,0.993368865,-5.469242679
0.133879056,7.794956025,1.053885359,0.310472627,0.993368865,-5.469247823
0.104362055,6.799855447,1.053799395,0.310510581,0.993368865,-5.469331979
-0.168685735,7.020550673,-1.053774199,0.310521707,0.993368865,-5.469356645
0.10105117,7.26334422,1.053693273,0.310557441,0.993368865,-5.469435863
0.12567896,6.200690683,1.053656059,0.310573875,0.993368865,-5.469472289
-0.148512858,7.958784785,-1.053499014,0.310643233,0.993368865,-5.469626
-0.262093622,5.443363308,-1.05329789,0.310732074,0.993368865,-5.469822825
0.160213573,5.701560641,1.05306671,0.310834216,0.993368865,-5.470049026
0.285109227,6.103622175,1.053021435,0.310854222,0.993368865,-5.470093321
0.200624557,6.386721722,1.052876486,0.31091828,0.993368865,-5.470235122
0.204617865,5.268289895,1.052724313,0.310985541,0.993368865,-5.470383972
-0.156743767,6.924820777,-1.052669426,0.311009803,0.993368865,-5.470437655
-0.115040916,9.178947072,-1.052564901,0.311056012,0.993368865,-5.470539882
-0.166734648,3.416294609,-1.052537223,0.311068249,0.993368865,-5.470566951
-0.103307699,8.780634312,-1.052525863,0.311073272,0.993368865,-5.47057806
0.18820288,6.423735078,1.052406827,0.311125904,0.993368865,-5.470694466
-0.275393752,4.315600062,-1.052354393,0.31114909,0.993368865,-5.470745738
0.236343907,5.732942915,1.05230344,0.311171623,0.993368865,-5.47079556
0.139737279,6.653876076,1.052239794,0.31119977,0.993368865,-5.47085779
-0.214796321,6.038424812,-1.05215636,0.311236671,0.993368865,-5.470939363
-0.08362176,9.277472688,-1.052093141,0.311264634,0.993368865,-5.471001167
0.235920304,9.606448287,1.051720944,0.311429299,0.993622437,-5.471364978
-0.185292955,6.567643839,-1.051694183,0.311441141,0.993622437,-5.471391132
-0.229836284,7.297944797,-1.051529378,0.311514075,0.993700297,-5.471552185
0.096413455,6.65111453,1.051329447,0.311602572,0.993827766,-5.471747537
-0.315731751,5.267675164,-1.051106983,0.311701064,0.993915079,-5.471964869
-0.404253806,3.070474993,-1.050927275,0.311780643,0.993915079,-5.472140403
-0.194430603,7.444150224,-1.050870315,0.311805869,0.993915079,-5.472196034
0.137463253,11.0996099,1.05074586,0.311860994,0.993915079,-5.472317578
0.222469701,4.847535296,1.050489985,0.311974349,0.993915079,-5.472567431
0.098479995,8.293786332,1.05044599,0.311993842,0.993915079,-5.472610385
0.115176751,9.067996283,1.050378977,0.312023536,0.993915079,-5.47267581
0.117818354,5.760445563,1.050290744,0.312062635,0.993915079,-5.472761947
0.236775157,2.920690936,1.05010293,0.312145875,0.993915079,-5.472945278
0.126151241,7.110983237,1.050030384,0.312178032,0.993915079,-5.473016085
-0.156696433,7.619723566,-1.049931074,0.312222057,0.993915079,-5.473113008
-0.288128561,5.419798088,-1.049883043,0.312243351,0.993915079,-5.473159883
0.249104153,7.651250874,1.049843295,0.312260974,0.993915079,-5.473198672
-0.161192581,7.9714531,-1.04958949,0.312373517,0.994118766,-5.473446324
-0.146401004,8.182470849,-1.04939737,0.312458728,0.994235419,-5.473633753
0.253761017,6.038164459,1.049192694,0.312549527,0.994369813,-5.473833401
-0.153563921,7.882702833,-1.048958487,0.31265345,0.994545913,-5.474061813
-0.093464875,7.206944433,-1.048783039,0.312731317,0.994579319,-5.474232892
0.068227047,8.978967588,1.048679813,0.312777137,0.994579319,-5.474333537
-0.241945465,5.084766961,-1.048597671,0.312813602,0.994579319,-5.474413619
-0.435848359,5.394908506,-1.04849712,0.312858243,0.994579319,-5.474511641
0.227379863,6.762507822,1.048219191,0.312981659,0.994817208,-5.474782538
-0.249478861,6.070666088,-1.047965453,0.313094364,0.994911094,-5.475029803
0.162839574,6.945471141,1.047895406,0.313125482,0.994911094,-5.475098055
-0.102003931,9.736127758,-1.047613166,0.313250891,0.994911094,-5.475373021
-0.08082049,10.5985178,-1.047466576,0.31331604,0.994911094,-5.475515808
-0.160913456,6.191229592,-1.047369438,0.313359217,0.994911094,-5.475610417
-0.202049849,5.763406837,-1.046926085,0.313556338,0.994911094,-5.476042134
-0.359605017,5.2749247,-1.046894749,0.313570274,0.994911094,-5.476072642
-0.084193472,11.27684829,-1.046736636,0.313640597,0.994911094,-5.476226564
0.091911394,7.94258814,1.046469787,0.313759309,0.994911094,-5.476486296
0.158098638,5.566695632,1.046428548,0.313777658,0.994911094,-5.476526431
0.177093903,9.054305374,1.046345033,0.31381482,0.994911094,-5.476607704
0.109240911,6.863076574,1.046321041,0.313825496,0.994911094,-5.476631051
0.182343841,5.709040493,1.046251324,0.313856521,0.994911094,-5.476698892
-0.204403854,6.200327935,-1.046091976,0.313927441,0.994911094,-5.476853936
-0.07474483,10.64639448,-1.046075228,0.313934896,0.994911094,-5.47687023
0.106163862,8.634443833,1.045985002,0.313975058,0.994911094,-5.476958009
0.139097961,6.774309403,1.045726865,0.314089984,0.994911094,-5.477209111
0.255483552,4.950690457,1.045402793,0.314234308,0.994911094,-5.477524276
0.193005298,3.512512308,1.045325705,0.314268646,0.994911094,-5.477599234
-0.13012764,4.375771808,-1.045139314,0.314351683,0.994911094,-5.477780454
0.437205606,5.373101269,1.045003783,0.314412073,0.994911094,-5.477912208
-0.176206959,7.542025321,-1.044779266,0.31451213,0.994911094,-5.478130436
-0.093669023,9.175180094,-1.044730087,0.31453405,0.994911094,-5.478178233
-0.195710278,6.636334277,-1.044661807,0.314564486,0.994911094,-5.47824459
0.106631548,7.472984247,1.044632394,0.314577598,0.994911094,-5.478273174
-0.279184646,3.750131107,-1.044529812,0.314623329,0.994911094,-5.478372857
-0.185125899,8.767243973,-1.044524777,0.314625574,0.994911094,-5.478377751
-0.122261776,4.546679685,-1.044518196,0.314628507,0.994911094,-5.478384145
-0.084006517,10.39160613,-1.044410448,0.314676548,0.994911094,-5.478488839
0.097267227,9.834597932,1.044219665,0.314761622,0.994911094,-5.478674192
0.183912412,7.606619136,1.044169797,0.314783863,0.994911094,-5.478722637
0.079244121,9.317684363,1.044128522,0.314802271,0.994911094,-5.478762732
0.236531598,5.150662131,1.044127974,0.314802516,0.994911094,-5.478763264
0.12588335,4.660597027,1.043993248,0.314862609,0.994911094,-5.478894129
0.080945567,6.141042904,1.043982484,0.314867411,0.994911094,-5.478904584
0.277281905,5.796727171,1.043870635,0.314917307,0.994911094,-5.479013215
0.247252467,5.969492252,1.043664627,0.315009223,0.994911094,-5.479213273
0.133462788,6.508149028,1.043604685,0.315035972,0.994911094,-5.479271476
-0.127195956,8.356734428,-1.043575211,0.315049125,0.994911094,-5.479300095
-0.379248729,3.052182714,-1.04347094,0.31509566,0.994911094,-5.479401335
0.170719433,5.649327292,1.043396411,0.315128925,0.994911094,-5.479473691
0.0992675,4.808727603,1.043261786,0.315189019,0.994911094,-5.47960438
0.118203445,7.2178373,1.042852564,0.315371739,0.994911094,-5.480001553
0.096495231,8.318267077,1.042757936,0.315414003,0.994911094,-5.480093377
0.114223784,5.098630641,1.042725594,0.315428448,0.994911094,-5.480124758
0.099725585,5.454789447,1.042458731,0.315547662,0.994911094,-5.480383667
0.147168412,7.429552942,1.042151434,0.315684979,0.994911094,-5.480681736
-0.183536709,5.253320779,-1.042066088,0.315723124,0.994911094,-5.480764505
0.09436744,10.5916306,1.042057287,0.315727058,0.994911094,-5.48077304
-0.147955339,3.901748283,-1.04201977,0.315743827,0.994911094,-5.480809423
0.218007966,7.638226413,1.042014853,0.315746025,0.994911094,-5.48081419
-0.115570092,6.939954145,-1.041991575,0.31575643,0.994911094,-5.480836764
0.153135831,7.281022503,1.041943142,0.315778081,0.994911094,-5.48088373
0.14886395,3.932585424,1.041911292,0.315792318,0.994911094,-5.480914614
0.08751145,2.782348245,1.041775362,0.315853088,0.994911094,-5.481046412
-0.141154069,8.413967257,-1.041714866,0.315880137,0.994911094,-5.481105065
-0.191681832,7.676947473,-1.041657389,0.315905837,0.994911094,-5.481160788
0.077714079,8.82115188,1.041464591,0.315992056,0.994911094,-5.481347683
0.143940029,9.22990673,1.041416478,0.316013576,0.994911094,-5.48139432
0.254655761,6.803502082,1.041241188,0.316091984,0.994911094,-5.48156421
-0.17710012,6.760223636,-1.041240136,0.316092455,0.994911094,-5.481565231
-0.227677711,5.859828852,-1.041186651,0.316116381,0.994911094,-5.481617063
-0.115286092,8.74494026,-1.041114132,0.316148826,0.994911094,-5.481687339
0.171943675,6.71487761,1.041032081,0.316185537,0.994911094,-5.481766847
-0.097222346,7.085536572,-1.040902124,0.31624369,0.994911094,-5.481892765
-0.477483706,5.653139958,-1.040847424,0.316268169,0.994911094,-5.481945761
-0.145893539,5.660213008,-1.040822834,0.316279174,0.994911094,-5.481969584
-0.290725028,3.469297554,-1.040633756,0.316363803,0.994911094,-5.48215275
0.126316146,8.715844463,1.040633657,0.316363847,0.994911094,-5.482152846
-0.107568607,3.969640455,-1.040304048,0.316511415,0.995095177,-5.482472082
0.10644361,10.3651849,1.040285817,0.316519578,0.995095177,-5.482489737
0.118757416,8.293272502,1.040110362,0.316598152,0.995189402,-5.482659633
-0.246281413,6.553821168,-1.039990386,0.316651889,0.995205539,-5.482775794
-0.105121727,5.132515713,-1.039592064,0.316830346,0.995489441,-5.483161369
-0.258069724,7.117437894,-1.039173146,0.317018108,0.995489441,-5.483566747
0.15443305,6.619828924,1.039167818,0.317020497,0.995489441,-5.483571902
-0.195025301,4.198878037,-1.039152051,0.317027565,0.995489441,-5.483587157
-0.075782131,10.08466257,-1.039100258,0.317050785,0.995489441,-5.483637265
-0.061674796,11.12799617,-1.039054499,0.317071302,0.995489441,-5.483681535
-0.090207385,9.309710024,-1.038982585,0.317103546,0.995489441,-5.483751103
0.091217261,6.739886655,1.038921004,0.31713116,0.995489441,-5.483810674
0.119609053,9.322843679,1.038424717,0.317353763,0.995684273,-5.484290643
0.185069099,5.484434519,1.038079384,0.317508725,0.995684273,-5.484624508
-0.133215103,5.346502108,-1.038078108,0.317509298,0.995684273,-5.484625742
-0.306595251,5.331185469,-1.037947412,0.31756796,0.995684273,-5.484752073
0.412345324,4.451191574,1.03743738,0.31779696,0.995684273,-5.485244944
-0.074124801,9.741977073,-1.03723866,0.317886216,0.995684273,-5.485436922
0.190260487,7.184204487,1.03718816,0.317908901,0.995684273,-5.485485704
0.224183939,2.988682385,1.037054783,0.317968822,0.995684273,-5.485614534
0.122118602,10.83829339,1.037047794,0.317971962,0.995684273,-5.485621284
-0.144858886,8.761106174,-1.03701677,0.317985901,0.995684273,-5.485651249
0.146335903,7.774995521,1.036992217,0.317996933,0.995684273,-5.485674962
-0.18479247,6.719781176,-1.036911933,0.318033007,0.995684273,-5.485752498
-0.207589607,5.215908097,-1.036879292,0.318047675,0.995684273,-5.485784021
0.108518426,6.86861266,1.036866753,0.31805331,0.995684273,-5.485796129
-0.063726006,10.08481453,-1.036583138,0.318180778,0.995684273,-5.486069986
-0.212666406,7.110599945,-1.036467372,0.318232818,0.995684273,-5.486181751
0.168946492,3.415873553,1.036397323,0.318264311,0.995684273,-5.486249374
-0.11963367,7.395945319,-1.036357441,0.318282242,0.995684273,-5.486287872
0.101864657,5.130680316,1.036156046,0.3183728,0.995684273,-5.486482264
-0.084105308,8.621507374,-1.035929569,0.31847466,0.995684273,-5.486700827
-0.158675591,7.673762222,-1.03577537,0.318544026,0.995684273,-5.486849616
0.233517125,6.122920557,1.035694234,0.318580529,0.995684273,-5.486927897
-0.077730012,6.10468132,-1.035534861,0.318652239,0.995684273,-5.487081647
-0.198969822,7.255474683,-1.035533753,0.318652738,0.995684273,-5.487082717
0.236993398,5.790919256,1.035532393,0.31865335,0.995684273,-5.487084029
-0.137245941,8.047791686,-1.035481867,0.318676087,0.995684273,-5.487132768
-0.440882693,4.769075533,-1.035251886,0.318779594,0.995684273,-5.48735459
-0.431598895,4.210084979,-1.035188401,0.318808171,0.995684273,-5.487415816
0.11343126,4.143549383,1.035117164,0.31884024,0.995684273,-5.487484515
-0.397911715,4.249495651,-1.035097169,0.318849242,0.995684273,-5.487503796
-0.347159862,5.07028299,-1.035064155,0.318864105,0.995684273,-5.487535632
-0.110474094,9.282478941,-1.035056774,0.318867428,0.995684273,-5.487542749
-0.176421062,7.223198539,-1.034980255,0.318901879,0.995684273,-5.487616532
-0.11953399,7.634781882,-1.034971147,0.31890598,0.995684273,-5.487625315
0.089636541,9.445309223,1.034919858,0.318929073,0.995684273,-5.487674767
0.167147496,5.945492715,1.034881696,0.318946257,0.995684273,-5.487711562
0.110798217,7.545150704,1.03475877,0.319001613,0.995684273,-5.487830074
-0.115344408,5.721260917,-1.034671209,0.319041049,0.995684273,-5.487914485
0.1660617,5.750289621,1.034002575,0.3193423,0.996271273,-5.48855886
-0.211575951,4.20857794,-1.033893431,0.319391494,0.996271273,-5.48866401
0.459884096,4.312745918,1.033798941,0.319434088,0.996271273,-5.488755035
-0.092694306,8.200014647,-1.033736087,0.319462423,0.996271273,-5.488815581
0.124135878,8.367300181,1.033713923,0.319472416,0.996271273,-5.48883693
-0.077757388,10.67622271,-1.033434969,0.319598196,0.996416289,-5.489105596
0.179519994,3.239076599,1.033298419,0.31965978,0.996416289,-5.489237088
-0.174417286,7.770951467,-1.03324117,0.319685602,0.996416289,-5.489292211
-0.356913185,8.09319115,-1.03317917,0.319713568,0.996416289,-5.489351907
-0.099979976,9.899777558,-1.032691744,0.319933493,0.996600222,-5.489821111
0.379635846,3.404288091,1.032639637,0.31995701,0.996600222,-5.489871259
0.218535123,6.178343682,1.032607217,0.319971643,0.996600222,-5.489902459
-0.206934649,6.310599634,-1.032473394,0.320032048,0.996600222,-5.490031237
-0.372690076,4.8505244,-1.032405408,0.320062739,0.996600222,-5.490096655
0.126202775,5.875723336,1.032401252,0.320064615,0.996600222,-5.490100654
-0.246476502,6.819750654,-1.032250392,0.320132725,0.996639831,-5.490245802
0.141282021,8.663979305,1.03215747,0.320174683,0.996639831,-5.490335197
-0.210003557,6.726591831,-1.031683491,0.320388765,0.997154635,-5.490791079
-0.42321987,3.863822403,-1.031292137,0.320565605,0.997519292,-5.491167356
-0.111459991,8.453895041,-1.031128881,0.320639397,0.997519292,-5.491324288
0.126584519,9.559628557,1.03108561,0.320658957,0.997519292,-5.491365879
0.135373427,4.197569388,1.030993062,0.320700796,0.997519292,-5.491454829
-0.074133712,12.2647142,-1.030635148,0.320862638,0.997633169,-5.491798766
-0.137088127,5.839811207,-1.030573264,0.320890627,0.997633169,-5.491858223
-0.08151504,9.57008537,-1.030519106,0.320915123,0.997633169,-5.491910254
0.06547363,11.08621118,1.030481141,0.320932296,0.997633169,-5.491946727
-0.152101306,4.829226806,-1.030270674,0.321027508,0.997777664,-5.492148902
0.117107844,7.857015903,1.029860238,0.321213242,0.997888207,-5.492543067
-0.235612207,4.889982494,-1.029764462,0.321256595,0.997888207,-5.492635028
-0.088390418,6.374330292,-1.02959455,0.321333516,0.997888207,-5.492798153
-0.158438586,7.681793326,-1.029572699,0.321343408,0.997888207,-5.492819129
0.198824728,7.159087713,1.029467414,0.32139108,0.997888207,-5.492920195
-0.095492855,10.35179614,-1.029242746,0.321492823,0.997888207,-5.493135831
-0.17678292,4.652440338,-1.029206526,0.321509228,0.997888207,-5.493170591
-0.282243539,4.411599365,-1.028925368,0.32163659,0.997888207,-5.493440382
-0.117221535,7.362765392,-1.028762786,0.321710255,0.997888207,-5.493596362
-0.088845954,9.177236549,-1.028516775,0.321821746,0.997888207,-5.493832345
-0.184294277,6.063720845,-1.028395055,0.321876918,0.997888207,-5.493949085
0.196777931,6.187268812,1.028390586,0.321878944,0.997888207,-5.493953371
-0.149017764,9.898104556,-1.028371288,0.321887692,0.997888207,-5.493971879
-0.178313708,7.645711017,-1.028235671,0.321949174,0.997888207,-5.494101931
-0.187688523,4.573048065,-1.028220469,0.321956066,0.997888207,-5.494116508
0.287638208,6.281822132,1.028106395,0.322007789,0.997888207,-5.49422589
-0.126561866,4.36399904,-1.028099958,0.322010708,0.997888207,-5.494232062
-0.090241747,7.782415822,-1.02806711,0.322025603,0.997888207,-5.494263556
-0.094420314,9.83664887,-1.028054322,0.322031401,0.997888207,-5.494275816
-0.307077546,5.705336824,-1.028040289,0.322037765,0.997888207,-5.494289271
-0.103666992,7.853244944,-1.027350544,0.322350654,0.998058517,-5.494950385
-0.164614324,7.991040064,-1.027274182,0.322385307,0.998058517,-5.495023554
-0.077697342,11.26909796,-1.027206403,0.322416068,0.998058517,-5.495088495
0.217076908,3.773104454,1.027197621,0.322420054,0.998058517,-5.49509691
0.19551636,6.465254346,1.027110112,0.322459773,0.998058517,-5.495180749
-0.399984868,5.391158821,-1.027091023,0.322468437,0.998058517,-5.495199036
-0.158198098,8.105199815,-1.026831219,0.322586381,0.998058517,-5.495447906
-0.211047522,6.513057985,-1.0268154,0.322593563,0.998058517,-5.495463057
0.392218703,2.586088686,1.026768929,0.322614663,0.998058517,-5.495507566
-0.10507099,7.157405383,-1.026177125,0.322883459,0.998058517,-5.496074234
-0.193990929,3.007440979,-1.025873805,0.323021289,0.998058517,-5.496364563
-0.080085345,8.424646557,-1.025756716,0.323074507,0.998058517,-5.496476619
-0.077841797,9.699687511,-1.025721562,0.323090485,0.998058517,-5.496510259
0.306573421,5.681009729,1.025675431,0.323111455,0.998058517,-5.496554402
0.17060367,5.836171498,1.025603306,0.323144242,0.998058517,-5.496623417
-0.291830418,3.723500282,-1.025252907,0.323303562,0.998058517,-5.496958645
0.519448969,5.73238429,1.02523058,0.323313715,0.998058517,-5.496980001
-0.194599104,5.310793724,-1.02521346,0.323321502,0.998058517,-5.496996377
-0.094009804,6.708739173,-1.025156677,0.323347326,0.998058517,-5.497050691
-0.155076229,6.415724449,-1.025045114,0.323398069,0.998058517,-5.497157394
0.143380403,7.634138926,1.024913479,0.323457949,0.998058517,-5.497283283
-0.258196168,7.434122654,-1.024792498,0.323512989,0.998058517,-5.497398971
-0.173363214,6.022713864,-1.024633758,0.323585218,0.998058517,-5.497550748
0.082938582,8.491692868,1.02457408,0.323612375,0.998058517,-5.497607803
0.128534945,2.732287485,1.024291841,0.323740835,0.998058517,-5.4978776
0.163330968,8.533149129,1.024193541,0.323785584,0.998058517,-5.497971552
-0.232671137,7.246264843,-1.02411348,0.323822034,0.998058517,-5.498048066
-0.199001449,7.494757401,-1.024023767,0.323862882,0.998058517,-5.498133798
-0.161563787,6.803108953,-1.023940537,0.323900781,0.998058517,-5.498213329
0.152084746,8.770875308,1.023721947,0.324000332,0.998058517,-5.498422179
0.113364052,2.612318174,1.023720693,0.324000904,0.998058517,-5.498423378
0.241948337,2.262335136,1.023715074,0.324003463,0.998058517,-5.498428745
0.066535652,9.0276647,1.023647134,0.324034409,0.998058517,-5.49849365
0.181165497,7.238413739,1.023537588,0.324084312,0.998058517,-5.498598294
0.085601177,10.38124743,1.023504569,0.324099354,0.998058517,-5.498629834
0.29593849,8.874821615,1.02346319,0.324118205,0.998058517,-5.498669357
0.098229147,8.663484185,1.023392697,0.324150323,0.998058517,-5.498736687
0.089860218,10.4940042,1.023097673,0.324284765,0.998058517,-5.499018429
-0.273909065,4.792233263,-1.022953937,0.324350279,0.998058517,-5.499155668
0.130070271,7.451928738,1.022886536,0.324381004,0.998058517,-5.499220017
0.134816002,7.59614384,1.022758618,0.324439321,0.998058517,-5.499342133
-0.080408504,12.29615373,-1.022723342,0.324455405,0.998058517,-5.499375808
-0.326922813,4.347490289,-1.022571347,0.32452471,0.998058517,-5.499520887
-0.119124714,8.662415128,-1.022532118,0.3245426,0.998058517,-5.499558329
-0.096534518,7.172033202,-1.022425826,0.324591075,0.998058517,-5.499659771
-0.234192182,2.713558615,-1.022391375,0.324606787,0.998058517,-5.499692648
0.154877437,4.432599718,1.022386956,0.324608802,0.998058517,-5.499696865
0.064655313,9.692496092,1.022309586,0.324644092,0.998058517,-5.499770697
-0.111353245,4.477464797,-1.022164083,0.324710466,0.998058517,-5.499909533
0.146021852,8.662967731,1.021939491,0.324812936,0.998058517,-5.500123802
-0.142368469,8.297905804,-1.021908162,0.324827232,0.998058517,-5.500153688
-0.068393556,10.24129106,-1.021650982,0.324944603,0.998058517,-5.50039899
-0.334966613,4.932658518,-1.021590927,0.324972016,0.998058517,-5.500456265
0.110375596,4.956548432,1.021377313,0.325069534,0.998058517,-5.500659964
0.331106876,4.563081606,1.021278402,0.325114696,0.998058517,-5.500754273
0.196767798,3.28501794,1.020843958,0.325313111,0.998058517,-5.501168406
-0.114091161,9.083450721,-1.020818472,0.325324754,0.998058517,-5.501192696
0.141861558,6.797843933,1.020792779,0.325336491,0.998058517,-5.501217183
-0.092084724,9.816554764,-1.020645798,0.325403643,0.998058517,-5.501357253
-0.066940786,10.13501386,-1.02022418,0.325596324,0.998058517,-5.501758952
-0.092666627,6.541830699,-1.020100092,0.325653048,0.998058517,-5.501877151
-0.076631197,9.734653046,-1.020098806,0.325653636,0.998058517,-5.501878376
-0.072869297,8.940323549,-1.020036426,0.325682155,0.998058517,-5.501937791
-0.201792371,7.373772928,-1.019928199,0.325731638,0.998058517,-5.502040866
-0.142475456,5.853157225,-1.019905503,0.325742015,0.998058517,-5.502062481
0.100051264,8.288986503,1.019822262,0.325780079,0.998058517,-5.502141752
0.145035115,7.234872364,1.019668491,0.325850402,0.998058517,-5.502288174
-0.096397149,9.538041996,-1.019405122,0.325970873,0.998058517,-5.502538913
-0.191288217,6.262387043,-1.019173094,0.326077034,0.998058517,-5.502759769
-0.207744177,6.638331516,-1.019166524,0.32608004,0.998058517,-5.502766022
-0.305370477,6.450653337,-1.019141605,0.326091443,0.998058517,-5.502789738
-0.110414784,8.16032915,-1.01903319,0.326141057,0.998058517,-5.502892916
0.098723902,8.915039575,1.018896366,0.32620368,0.998058517,-5.503023117
-0.095133628,6.409487168,-1.018824884,0.3262364,0.998058517,-5.503091132
-0.076257137,8.634119023,-1.018818134,0.32623949,0.998058517,-5.503097555
0.143317971,8.942458631,1.018598951,0.326339833,0.998058517,-5.503306083
-0.235216589,6.426444041,-1.018520449,0.326375777,0.998058517,-5.50338076
-0.098476718,9.803974577,-1.018330083,0.326462953,0.998058517,-5.50356183
0.119135587,7.028648643,1.018241064,0.326503724,0.998058517,-5.503646491
-0.083214882,7.778728298,-1.018034518,0.326598337,0.998058517,-5.503842904
0.088298744,6.820522175,1.017971691,0.32662712,0.998058517,-5.503902641
0.110241105,10.91479231,1.017731647,0.32673711,0.998058517,-5.504130854
-0.297968369,9.720548352,-1.017679209,0.326761141,0.998058517,-5.504180702
0.063358,11.40218386,1.017622265,0.326787238,0.998058517,-5.504234829
0.146930251,8.008306134,1.017438098,0.326871652,0.998058517,-5.504409872
-0.191881069,6.517586287,-1.017301661,0.326934198,0.998058517,-5.504539532
-0.071104522,7.781839665,-1.016936507,0.327101639,0.998058517,-5.504886477
-0.165355261,7.477135249,-1.016922886,0.327107886,0.998058517,-5.504899416
-0.221546054,6.498405916,-1.016877623,0.327128645,0.998058517,-5.504942414
-0.397491288,5.789443949,-1.016535373,0.327285648,0.998058517,-5.505267484
-0.342046688,5.413309809,-1.016309079,0.327389488,0.998058517,-5.505482368
0.407470289,3.969235335,1.016206942,0.327436364,0.998058517,-5.505579342
0.077668373,8.630606373,1.016146803,0.327463966,0.998058517,-5.505636437
-0.130229218,7.463798842,-1.016105488,0.32748293,0.998058517,-5.505675659
-0.072206978,8.695817772,-1.016040027,0.327512979,0.998058517,-5.505737802
0.225921946,5.002552782,1.015836839,0.327606262,0.998058517,-5.505930667
-0.157172164,8.341262495,-1.015570341,0.327728639,0.998058517,-5.506183575
-0.216089875,3.977326165,-1.01548944,0.327765796,0.998058517,-5.50626034
0.22724558,3.191927041,1.01542515,0.327795325,0.998058517,-5.506321339
0.419295644,5.071962618,1.015191429,0.327902694,0.998058517,-5.506543069
0.418823144,4.833828033,1.015082756,0.327952626,0.998058517,-5.506646152
0.106750022,5.152684609,1.014894236,0.328039258,0.998058517,-5.506824952
0.184427998,7.27735622,1.014782559,0.328090585,0.998058517,-5.506930857
0.137758218,8.010512727,1.014663295,0.328145407,0.998058517,-5.507043948
-0.095488758,8.25237642,-1.014615952,0.32816717,0.998058517,-5.507088837
-0.141216632,7.868434309,-1.014500699,0.328220156,0.998058517,-5.507198108
-0.111894125,6.999424368,-1.014427451,0.328253835,0.998058517,-5.507267549
-0.126267442,6.360560051,-1.013873427,0.328508645,0.998058517,-5.50779264
0.091405845,9.884826234,1.013812477,0.328536687,0.998058517,-5.507850392
0.261110312,6.296200312,1.013785241,0.328549218,0.998058517,-5.507876198
-0.131201121,6.422049519,-1.013644165,0.328614131,0.998058517,-5.508009858
0.096946423,8.699423619,1.013643894,0.328614256,0.998058517,-5.508010114
-0.141337093,2.475777099,-1.013300406,0.328772344,0.998058517,-5.50833548
0.133312561,7.495343527,1.013093123,0.328867771,0.998058517,-5.508531781
0.109338613,9.136521787,1.013062973,0.328881653,0.998058517,-5.508560331
-0.098732153,8.040407092,-1.012991037,0.328914776,0.998058517,-5.508628445
-0.159902272,4.012550147,-1.012915902,0.328949374,0.998058517,-5.508699585
-0.090128585,7.461541739,-1.012546024,0.329119736,0.998058517,-5.50904973
0.439743275,5.182998369,1.012248892,0.329256638,0.998058517,-5.509330931
-0.069407447,9.758121526,-1.012010959,0.329366293,0.998058517,-5.509556057
-0.263646305,7.072353052,-1.011907912,0.329413793,0.998058517,-5.509653544
-0.231737025,8.319951026,-1.011854682,0.329438331,0.998058517,-5.509703898
0.181077343,8.867067725,1.011841025,0.329444627,0.998058517,-5.509716817
0.146484765,10.02356877,1.011784836,0.329470531,0.998058517,-5.509769967
-0.120889895,3.056249588,-1.011713835,0.329503266,0.998058517,-5.509837124
0.138646824,2.720499339,1.011647768,0.329533728,0.998058517,-5.509899612
-0.18086207,3.563655265,-1.011580258,0.329564857,0.998058517,-5.509963461
0.169081607,6.119613844,1.011546248,0.32958054,0.998058517,-5.509995624
